label,messages,length
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",124
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",78
ham,Didn't you get hep b immunisation in nigeria.,45
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,100
ham,"Sorry, I'll call later",22
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,191
ham,I've told you everything will stop. Just dont let her get dehydrated.,69
ham,K I'll call you when I'm close,30
ham,If you are not coughing then its nothing,40
ham,How much she payed. Suganya.,28
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",179
ham,Yes! How is a pretty lady like you single?,42
ham,I'm very happy for you babe ! Woo hoo party on dude!,52
ham,Hey i will be late ah... Meet you at 945+,41
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,149
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",155
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",157
ham,Taka lor. Wat time u wan 2 come n look 4 us?,44
ham,Me i'm not workin. Once i get job...,36
ham,To day class is there are no class.,35
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",142
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",123
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",142
ham,Take some small dose tablet for fever,37
ham,I think it's all still in my car,32
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,78
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,107
ham,All e best 4 ur driving tmr :-),31
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56
ham,I am late. I will be there at,29
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,68
ham,K go and sleep well. Take rest:-).,34
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",130
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,95
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70
ham,I know a few people I can hit up and fuck to the yes,52
ham,You do what all you like,24
ham,That's the way you should stay oh.,34
ham,Lol alright i was thinkin that too haha,39
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,132
ham,Come by our room at some point so we can iron out the plan for this weekend,75
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,114
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,88
ham,Geeeee ... I love you so much I can barely stand it,51
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",157
ham,My drive can only be read. I need to write,42
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",152
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",298
ham,Where you. What happen,22
ham,You've always been the brainy one.,34
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,82
ham,What happen dear. Why you silent. I am tensed,45
ham,How much is torch in 9ja.,25
ham,"Goodmorning,my grandfather expired..so am on leave today.",57
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80
ham,"Haha, just what I was thinkin",29
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,85
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,146
ham,I'm at work. Please call,24
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,49
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,115
ham,"That's good, because I need drugs",33
ham,Lol or I could just starve and lose a pound by the end of the day.,66
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",151
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",121
ham,Tell where you reached,22
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,159
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,147
ham,Whom you waited for yesterday,29
ham,Yeah that's the impression I got,32
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,113
ham,Yup i'm free...,15
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,155
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",154
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",97
ham,Well done and ! luv ya all ,27
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,70
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,116
ham,Old Orchard near univ. How about you?,37
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,118
ham,I'm hungry buy smth home...,27
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",200
ham,No it will reach by 9 only. She telling she will be there. I dont know,70
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",109
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153
ham,Well that must be a pain to catch,33
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,58
ham,Not yet chikku..wat abt u?,26
ham,"That's what I love to hear :V see you sundayish, then",53
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,82
ham,I just cooked a rather nice salmon a la you,43
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,127
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140
ham,Pls send me your address sir.,29
ham,Morning only i can ok.,22
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",132
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",159
ham,I'm now but have to wait till 2 for the bus to pick me.,55
ham,Oh that was a forwarded message. I thought you send that to me,62
ham,"Sorry, I'll call later",22
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",167
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,161
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",157
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,149
ham,"Alright, see you in a bit",25
ham,"Velly good, yes please!",23
ham,So wats ur opinion abt him and how abt is character?,52
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,145
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80
ham,Ok i am on the way to home hi hi,32
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",276
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88
ham,Orh i tot u say she now still dun believe.,42
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72
ham,I could ask carlos if we could get more if anybody else can chip in,67
